AUC,ExecutionTime,seed,fraction,drops,noise,Runs,Model,useclass
0.678,0.629,314,1.0,3,3.0,20,GradientBoosting,True
0.678,0.59,314,1.0,4,3.0,20,GradientBoosting,True
0.678,0.352,314,1.0,0,3.0,20,AdaBoost,True
0.678,0.329,314,1.0,1,3.0,20,AdaBoost,True
0.678,0.315,314,1.0,2,3.0,20,AdaBoost,True
0.678,0.301,314,1.0,3,3.0,20,AdaBoost,True
0.678,0.313,314,1.0,4,3.0,20,AdaBoost,True
0.678,0.022,314,1.0,0,3.0,20,Decision Tree,True
0.678,0.028,314,1.0,1,3.0,20,Decision Tree,True
0.678,0.022,314,1.0,2,3.0,20,Decision Tree,True
0.678,0.021,314,1.0,3,3.0,20,Decision Tree,True
0.678,0.024,314,1.0,4,3.0,20,Decision Tree,True
0.678,2.716,314,1.0,0,3.0,20,NeuralNetwork,True
0.678,2.446,314,1.0,1,3.0,20,NeuralNetwork,True
0.678,2.389,314,1.0,2,3.0,20,NeuralNetwork,True
0.678,2.565,314,1.0,3,3.0,20,NeuralNetwork,True
0.678,2.66,314,1.0,4,3.0,20,NeuralNetwork,True
0.569,15.324,314,1.0,0,3.0,20,SVM,True
0.585,14.046,314,1.0,1,3.0,20,SVM,True
0.53,14.36,314,1.0,2,3.0,20,SVM,True
0.5,12.733,314,1.0,3,3.0,20,SVM,True
0.55,12.387,314,1.0,4,3.0,20,SVM,True
0.678,0.028,314,1.0,0,3.0,20,LogisticRegression,True
0.678,0.031,314,1.0,1,3.0,20,LogisticRegression,True
0.678,0.031,314,1.0,2,3.0,20,LogisticRegression,True
0.678,0.028,314,1.0,3,3.0,20,LogisticRegression,True
0.678,0.039,314,1.0,4,3.0,20,LogisticRegression,True
0.678,0.472,314,1.0,0,3.0,20,RandomForest,True
0.678,0.475,314,1.0,1,3.0,20,RandomForest,True
0.678,0.533,314,1.0,2,3.0,20,RandomForest,True
0.678,0.468,314,1.0,3,3.0,20,RandomForest,True
0.678,0.472,314,1.0,4,3.0,20,RandomForest,True
0.678,0.755,314,1.0,0,3.0,20,GradientBoosting,True
0.678,0.706,314,1.0,1,3.0,20,GradientBoosting,True
0.678,0.657,314,1.0,2,3.0,20,GradientBoosting,True
0.678,0.622,314,1.0,3,3.0,20,GradientBoosting,True
0.678,0.594,314,1.0,4,3.0,20,GradientBoosting,True
0.678,0.335,314,1.0,0,3.0,20,AdaBoost,True
0.678,0.458,314,1.0,1,3.0,20,AdaBoost,True
0.678,0.31,314,1.0,2,3.0,20,AdaBoost,True
0.678,0.289,314,1.0,3,3.0,20,AdaBoost,True
0.678,0.291,314,1.0,4,3.0,20,AdaBoost,True
0.678,0.023,314,1.0,0,3.0,20,Decision Tree,True
0.678,0.021,314,1.0,1,3.0,20,Decision Tree,True
0.678,0.02,314,1.0,2,3.0,20,Decision Tree,True
0.678,0.022,314,1.0,3,3.0,20,Decision Tree,True
0.678,0.019,314,1.0,4,3.0,20,Decision Tree,True
0.678,2.674,314,1.0,0,3.0,20,NeuralNetwork,True
0.678,2.456,314,1.0,1,3.0,20,NeuralNetwork,True
0.678,2.35,314,1.0,2,3.0,20,NeuralNetwork,True
0.678,2.986,314,1.0,3,3.0,20,NeuralNetwork,True
0.678,2.398,314,1.0,4,3.0,20,NeuralNetwork,True
0.569,15.157,314,1.0,0,3.0,20,SVM,True
0.585,14.209,314,1.0,1,3.0,20,SVM,True
0.53,14.419,314,1.0,2,3.0,20,SVM,True
0.5,12.749,314,1.0,3,3.0,20,SVM,True
0.55,12.513,314,1.0,4,3.0,20,SVM,True
0.896,0.021,314,0.5,0,0.0,20,LogisticRegression,True
0.896,0.023,314,0.5,1,0.0,20,LogisticRegression,True
0.896,0.02,314,0.5,2,0.0,20,LogisticRegression,True
0.896,0.02,314,0.5,3,0.0,20,LogisticRegression,True
0.896,0.024,314,0.5,4,0.0,20,LogisticRegression,True
0.868,0.481,314,0.5,0,0.0,20,RandomForest,True
0.876,0.463,314,0.5,1,0.0,20,RandomForest,True
0.875,0.594,314,0.5,2,0.0,20,RandomForest,True
0.882,0.474,314,0.5,3,0.0,20,RandomForest,True
0.884,0.498,314,0.5,4,0.0,20,RandomForest,True
0.909,0.601,314,0.5,0,0.0,20,GradientBoosting,True
0.909,0.488,314,0.5,1,0.0,20,GradientBoosting,True
0.909,0.476,314,0.5,2,0.0,20,GradientBoosting,True
0.909,0.45,314,0.5,3,0.0,20,GradientBoosting,True
0.909,0.427,314,0.5,4,0.0,20,GradientBoosting,True
0.909,0.243,314,0.5,0,0.0,20,AdaBoost,True
0.909,0.232,314,0.5,1,0.0,20,AdaBoost,True
0.909,0.231,314,0.5,2,0.0,20,AdaBoost,True
0.909,0.213,314,0.5,3,0.0,20,AdaBoost,True
0.909,0.211,314,0.5,4,0.0,20,AdaBoost,True
0.784,0.021,314,0.5,0,0.0,20,Decision Tree,True
0.752,0.02,314,0.5,1,0.0,20,Decision Tree,True
0.773,0.026,314,0.5,2,0.0,20,Decision Tree,True
0.775,0.02,314,0.5,3,0.0,20,Decision Tree,True
0.768,0.02,314,0.5,4,0.0,20,Decision Tree,True
0.907,3.643,314,0.5,0,0.0,20,NeuralNetwork,True
0.907,3.396,314,0.5,1,0.0,20,NeuralNetwork,True
0.907,3.871,314,0.5,2,0.0,20,NeuralNetwork,True
0.907,3.833,314,0.5,3,0.0,20,NeuralNetwork,True
0.906,3.386,314,0.5,4,0.0,20,NeuralNetwork,True
0.72,5.345,314,0.5,0,0.0,20,SVM,True
0.632,5.023,314,0.5,1,0.0,20,SVM,True
0.67,5.021,314,0.5,2,0.0,20,SVM,True
0.721,5.068,314,0.5,3,0.0,20,SVM,True
0.687,4.744,314,0.5,4,0.0,20,SVM,True
0.896,0.021,314,0.5,0,0.0,20,LogisticRegression,True
0.896,0.02,314,0.5,1,0.0,20,LogisticRegression,True
0.896,0.021,314,0.5,2,0.0,20,LogisticRegression,True
0.896,0.02,314,0.5,3,0.0,20,LogisticRegression,True
0.896,0.019,314,0.5,4,0.0,20,LogisticRegression,True
0.866,0.462,314,0.5,0,0.0,20,RandomForest,True
0.87,0.463,314,0.5,1,0.0,20,RandomForest,True
0.881,0.472,314,0.5,2,0.0,20,RandomForest,True
0.883,0.481,314,0.5,3,0.0,20,RandomForest,True
0.884,0.5,314,0.5,4,0.0,20,RandomForest,True
0.909,0.522,314,0.5,0,0.0,20,GradientBoosting,True
0.909,0.497,314,0.5,1,0.0,20,GradientBoosting,True
0.909,0.469,314,0.5,2,0.0,20,GradientBoosting,True
0.909,0.468,314,0.5,3,0.0,20,GradientBoosting,True
0.909,0.434,314,0.5,4,0.0,20,GradientBoosting,True
0.909,0.239,314,0.5,0,0.0,20,AdaBoost,True
0.909,0.266,314,0.5,1,0.0,20,AdaBoost,True
0.909,0.224,314,0.5,2,0.0,20,AdaBoost,True
0.909,0.227,314,0.5,3,0.0,20,AdaBoost,True
0.909,0.216,314,0.5,4,0.0,20,AdaBoost,True
0.75,0.021,314,0.5,0,0.0,20,Decision Tree,True
0.763,0.02,314,0.5,1,0.0,20,Decision Tree,True
0.745,0.02,314,0.5,2,0.0,20,Decision Tree,True
0.754,0.021,314,0.5,3,0.0,20,Decision Tree,True
0.766,0.018,314,0.5,4,0.0,20,Decision Tree,True
0.907,3.622,314,0.5,0,0.0,20,NeuralNetwork,True
0.907,3.515,314,0.5,1,0.0,20,NeuralNetwork,True
0.906,3.728,314,0.5,2,0.0,20,NeuralNetwork,True
0.906,3.579,314,0.5,3,0.0,20,NeuralNetwork,True
0.906,3.37,314,0.5,4,0.0,20,NeuralNetwork,True
0.664,5.395,314,0.5,0,0.0,20,SVM,True
0.699,5.018,314,0.5,1,0.0,20,SVM,True
0.649,4.925,314,0.5,2,0.0,20,SVM,True
0.624,4.834,314,0.5,3,0.0,20,SVM,True
0.717,4.627,314,0.5,4,0.0,20,SVM,True
0.678,0.02,314,0.5,0,1.0,20,LogisticRegression,True
0.678,0.021,314,0.5,1,1.0,20,LogisticRegression,True
0.678,0.02,314,0.5,2,1.0,20,LogisticRegression,True
0.678,0.02,314,0.5,3,1.0,20,LogisticRegression,True
0.678,0.019,314,0.5,4,1.0,20,LogisticRegression,True
0.678,0.306,314,0.5,0,1.0,20,RandomForest,True
0.678,0.304,314,0.5,1,1.0,20,RandomForest,True
0.678,0.303,314,0.5,2,1.0,20,RandomForest,True
0.678,0.303,314,0.5,3,1.0,20,RandomForest,True
0.678,0.312,314,0.5,4,1.0,20,RandomForest,True
0.677,0.536,314,0.5,0,1.0,20,GradientBoosting,True
0.678,0.496,314,0.5,1,1.0,20,GradientBoosting,True
0.677,0.376,314,0.5,2,1.0,20,GradientBoosting,True
0.678,0.357,314,0.5,3,1.0,20,GradientBoosting,True
0.676,0.341,314,0.5,4,1.0,20,GradientBoosting,True
0.677,0.217,314,0.5,0,1.0,20,AdaBoost,True
0.678,0.212,314,0.5,1,1.0,20,AdaBoost,True
0.678,0.203,314,0.5,2,1.0,20,AdaBoost,True
0.678,0.2,314,0.5,3,1.0,20,AdaBoost,True
0.678,0.219,314,0.5,4,1.0,20,AdaBoost,True
0.676,0.016,314,0.5,0,1.0,20,Decision Tree,True
0.678,0.015,314,0.5,1,1.0,20,Decision Tree,True
0.677,0.016,314,0.5,2,1.0,20,Decision Tree,True
0.676,0.017,314,0.5,3,1.0,20,Decision Tree,True
0.675,0.014,314,0.5,4,1.0,20,Decision Tree,True
0.678,1.938,314,0.5,0,1.0,20,NeuralNetwork,True
0.678,1.961,314,0.5,1,1.0,20,NeuralNetwork,True
0.678,1.8,314,0.5,2,1.0,20,NeuralNetwork,True
0.678,2.034,314,0.5,3,1.0,20,NeuralNetwork,True
0.678,1.789,314,0.5,4,1.0,20,NeuralNetwork,True
0.561,3.694,314,0.5,0,1.0,20,SVM,True
0.502,3.391,314,0.5,1,1.0,20,SVM,True
0.454,3.522,314,0.5,2,1.0,20,SVM,True
0.518,3.172,314,0.5,3,1.0,20,SVM,True
0.506,3.19,314,0.5,4,1.0,20,SVM,True
0.678,0.02,314,0.5,0,1.0,20,LogisticRegression,True
0.678,0.021,314,0.5,1,1.0,20,LogisticRegression,True
0.678,0.02,314,0.5,2,1.0,20,LogisticRegression,True
0.678,0.026,314,0.5,3,1.0,20,LogisticRegression,True
0.678,0.023,314,0.5,4,1.0,20,LogisticRegression,True
0.678,0.316,314,0.5,0,1.0,20,RandomForest,True
0.678,0.302,314,0.5,1,1.0,20,RandomForest,True
0.678,0.308,314,0.5,2,1.0,20,RandomForest,True
0.678,0.307,314,0.5,3,1.0,20,RandomForest,True
0.678,0.332,314,0.5,4,1.0,20,RandomForest,True
0.677,0.411,314,0.5,0,1.0,20,GradientBoosting,True
0.678,0.4,314,0.5,1,1.0,20,GradientBoosting,True
0.677,0.381,314,0.5,2,1.0,20,GradientBoosting,True
0.678,0.358,314,0.5,3,1.0,20,GradientBoosting,True
0.676,0.345,314,0.5,4,1.0,20,GradientBoosting,True
0.677,0.221,314,0.5,0,1.0,20,AdaBoost,True
0.678,0.218,314,0.5,1,1.0,20,AdaBoost,True
0.678,0.206,314,0.5,2,1.0,20,AdaBoost,True
0.678,0.207,314,0.5,3,1.0,20,AdaBoost,True
0.678,0.199,314,0.5,4,1.0,20,AdaBoost,True
0.676,0.02,314,0.5,0,1.0,20,Decision Tree,True
0.678,0.015,314,0.5,1,1.0,20,Decision Tree,True
0.677,0.02,314,0.5,2,1.0,20,Decision Tree,True
0.676,0.015,314,0.5,3,1.0,20,Decision Tree,True
0.675,0.019,314,0.5,4,1.0,20,Decision Tree,True
0.678,1.907,314,0.5,0,1.0,20,NeuralNetwork,True
0.678,1.96,314,0.5,1,1.0,20,NeuralNetwork,True
0.678,1.819,314,0.5,2,1.0,20,NeuralNetwork,True
0.678,2.039,314,0.5,3,1.0,20,NeuralNetwork,True
0.678,1.775,314,0.5,4,1.0,20,NeuralNetwork,True
0.561,3.723,314,0.5,0,1.0,20,SVM,True
0.502,3.433,314,0.5,1,1.0,20,SVM,True
0.454,3.554,314,0.5,2,1.0,20,SVM,True
0.518,3.118,314,0.5,3,1.0,20,SVM,True
0.506,3.114,314,0.5,4,1.0,20,SVM,True
0.678,0.022,314,0.5,0,2.0,20,LogisticRegression,True
0.678,0.02,314,0.5,1,2.0,20,LogisticRegression,True
0.678,0.019,314,0.5,2,2.0,20,LogisticRegression,True
0.678,0.019,314,0.5,3,2.0,20,LogisticRegression,True
0.678,0.022,314,0.5,4,2.0,20,LogisticRegression,True
0.678,0.276,314,0.5,0,2.0,20,RandomForest,True
0.678,0.28,314,0.5,1,2.0,20,RandomForest,True
0.678,0.275,314,0.5,2,2.0,20,RandomForest,True
0.678,0.292,314,0.5,3,2.0,20,RandomForest,True
0.678,0.282,314,0.5,4,2.0,20,RandomForest,True
0.677,0.428,314,0.5,0,2.0,20,GradientBoosting,True
0.678,0.392,314,0.5,1,2.0,20,GradientBoosting,True
0.677,0.421,314,0.5,2,2.0,20,GradientBoosting,True
0.678,0.392,314,0.5,3,2.0,20,GradientBoosting,True
0.676,0.336,314,0.5,4,2.0,20,GradientBoosting,True
0.677,0.215,314,0.5,0,2.0,20,AdaBoost,True
0.678,0.214,314,0.5,1,2.0,20,AdaBoost,True
0.678,0.208,314,0.5,2,2.0,20,AdaBoost,True
0.678,0.197,314,0.5,3,2.0,20,AdaBoost,True
0.678,0.216,314,0.5,4,2.0,20,AdaBoost,True
0.676,0.016,314,0.5,0,2.0,20,Decision Tree,True
0.678,0.016,314,0.5,1,2.0,20,Decision Tree,True
0.677,0.018,314,0.5,2,2.0,20,Decision Tree,True
0.676,0.014,314,0.5,3,2.0,20,Decision Tree,True
0.675,0.018,314,0.5,4,2.0,20,Decision Tree,True
0.678,1.961,314,0.5,0,2.0,20,NeuralNetwork,True
0.678,1.955,314,0.5,1,2.0,20,NeuralNetwork,True
0.678,1.809,314,0.5,2,2.0,20,NeuralNetwork,True
0.678,2.017,314,0.5,3,2.0,20,NeuralNetwork,True
0.678,1.812,314,0.5,4,2.0,20,NeuralNetwork,True
0.561,3.682,314,0.5,0,2.0,20,SVM,True
0.502,3.448,314,0.5,1,2.0,20,SVM,True
0.454,3.533,314,0.5,2,2.0,20,SVM,True
0.518,3.112,314,0.5,3,2.0,20,SVM,True
0.506,3.109,314,0.5,4,2.0,20,SVM,True
0.678,0.032,314,0.5,0,2.0,20,LogisticRegression,True
0.678,0.02,314,0.5,1,2.0,20,LogisticRegression,True
0.678,0.021,314,0.5,2,2.0,20,LogisticRegression,True
0.678,0.019,314,0.5,3,2.0,20,LogisticRegression,True
0.678,0.019,314,0.5,4,2.0,20,LogisticRegression,True
0.678,0.302,314,0.5,0,2.0,20,RandomForest,True
0.678,0.312,314,0.5,1,2.0,20,RandomForest,True
0.678,0.301,314,0.5,2,2.0,20,RandomForest,True
0.678,0.308,314,0.5,3,2.0,20,RandomForest,True
0.678,0.316,314,0.5,4,2.0,20,RandomForest,True
0.677,0.434,314,0.5,0,2.0,20,GradientBoosting,True
0.678,0.403,314,0.5,1,2.0,20,GradientBoosting,True
0.677,0.388,314,0.5,2,2.0,20,GradientBoosting,True
0.678,0.366,314,0.5,3,2.0,20,GradientBoosting,True
0.676,0.34,314,0.5,4,2.0,20,GradientBoosting,True
0.677,0.218,314,0.5,0,2.0,20,AdaBoost,True
0.678,0.219,314,0.5,1,2.0,20,AdaBoost,True
0.678,0.207,314,0.5,2,2.0,20,AdaBoost,True
0.678,0.203,314,0.5,3,2.0,20,AdaBoost,True
0.678,0.195,314,0.5,4,2.0,20,AdaBoost,True
0.676,0.015,314,0.5,0,2.0,20,Decision Tree,True
0.678,0.02,314,0.5,1,2.0,20,Decision Tree,True
0.677,0.018,314,0.5,2,2.0,20,Decision Tree,True
0.676,0.015,314,0.5,3,2.0,20,Decision Tree,True
0.675,0.014,314,0.5,4,2.0,20,Decision Tree,True
0.678,1.91,314,0.5,0,2.0,20,NeuralNetwork,True
0.678,1.982,314,0.5,1,2.0,20,NeuralNetwork,True
0.678,1.794,314,0.5,2,2.0,20,NeuralNetwork,True
0.678,2.008,314,0.5,3,2.0,20,NeuralNetwork,True
0.678,1.753,314,0.5,4,2.0,20,NeuralNetwork,True
0.561,3.719,314,0.5,0,2.0,20,SVM,True
0.502,3.488,314,0.5,1,2.0,20,SVM,True
0.454,3.513,314,0.5,2,2.0,20,SVM,True
0.518,3.11,314,0.5,3,2.0,20,SVM,True
0.506,3.115,314,0.5,4,2.0,20,SVM,True
0.678,0.022,314,0.5,0,3.0,20,LogisticRegression,True
0.678,0.02,314,0.5,1,3.0,20,LogisticRegression,True
0.678,0.02,314,0.5,2,3.0,20,LogisticRegression,True
0.678,0.02,314,0.5,3,3.0,20,LogisticRegression,True
0.678,0.021,314,0.5,4,3.0,20,LogisticRegression,True
0.678,0.311,314,0.5,0,3.0,20,RandomForest,True
0.678,0.301,314,0.5,1,3.0,20,RandomForest,True
0.678,0.306,314,0.5,2,3.0,20,RandomForest,True
0.678,0.308,314,0.5,3,3.0,20,RandomForest,True
0.678,0.302,314,0.5,4,3.0,20,RandomForest,True
0.677,0.414,314,0.5,0,3.0,20,GradientBoosting,True
0.678,0.405,314,0.5,1,3.0,20,GradientBoosting,True
0.677,0.386,314,0.5,2,3.0,20,GradientBoosting,True
0.678,0.362,314,0.5,3,3.0,20,GradientBoosting,True
0.676,0.335,314,0.5,4,3.0,20,GradientBoosting,True
0.677,0.221,314,0.5,0,3.0,20,AdaBoost,True
0.678,0.22,314,0.5,1,3.0,20,AdaBoost,True
0.678,0.203,314,0.5,2,3.0,20,AdaBoost,True
0.678,0.221,314,0.5,3,3.0,20,AdaBoost,True
0.678,0.203,314,0.5,4,3.0,20,AdaBoost,True
0.676,0.017,314,0.5,0,3.0,20,Decision Tree,True
0.678,0.019,314,0.5,1,3.0,20,Decision Tree,True
0.677,0.014,314,0.5,2,3.0,20,Decision Tree,True
0.676,0.015,314,0.5,3,3.0,20,Decision Tree,True
0.675,0.015,314,0.5,4,3.0,20,Decision Tree,True
0.678,1.926,314,0.5,0,3.0,20,NeuralNetwork,True
0.678,1.955,314,0.5,1,3.0,20,NeuralNetwork,True
0.678,1.797,314,0.5,2,3.0,20,NeuralNetwork,True
0.678,2.024,314,0.5,3,3.0,20,NeuralNetwork,True
0.678,1.786,314,0.5,4,3.0,20,NeuralNetwork,True
0.561,3.848,314,0.5,0,3.0,20,SVM,True
0.502,3.449,314,0.5,1,3.0,20,SVM,True
0.454,3.529,314,0.5,2,3.0,20,SVM,True
0.518,3.119,314,0.5,3,3.0,20,SVM,True
0.506,3.111,314,0.5,4,3.0,20,SVM,True
0.678,0.021,314,0.5,0,3.0,20,LogisticRegression,True
0.678,0.02,314,0.5,1,3.0,20,LogisticRegression,True
0.678,0.02,314,0.5,2,3.0,20,LogisticRegression,True
0.678,0.023,314,0.5,3,3.0,20,LogisticRegression,True
0.678,0.019,314,0.5,4,3.0,20,LogisticRegression,True
0.678,0.312,314,0.5,0,3.0,20,RandomForest,True
0.678,0.305,314,0.5,1,3.0,20,RandomForest,True
0.678,0.307,314,0.5,2,3.0,20,RandomForest,True
0.678,0.306,314,0.5,3,3.0,20,RandomForest,True
0.678,0.298,314,0.5,4,3.0,20,RandomForest,True
0.677,0.417,314,0.5,0,3.0,20,GradientBoosting,True
0.678,0.425,314,0.5,1,3.0,20,GradientBoosting,True
0.677,0.38,314,0.5,2,3.0,20,GradientBoosting,True
0.678,0.376,314,0.5,3,3.0,20,GradientBoosting,True
0.676,0.347,314,0.5,4,3.0,20,GradientBoosting,True
0.677,0.22,314,0.5,0,3.0,20,AdaBoost,True
0.678,0.215,314,0.5,1,3.0,20,AdaBoost,True
0.678,0.209,314,0.5,2,3.0,20,AdaBoost,True
0.678,0.201,314,0.5,3,3.0,20,AdaBoost,True
0.678,0.191,314,0.5,4,3.0,20,AdaBoost,True
0.676,0.015,314,0.5,0,3.0,20,Decision Tree,True
0.678,0.02,314,0.5,1,3.0,20,Decision Tree,True
0.677,0.015,314,0.5,2,3.0,20,Decision Tree,True
0.676,0.014,314,0.5,3,3.0,20,Decision Tree,True
0.675,0.017,314,0.5,4,3.0,20,Decision Tree,True
0.678,1.928,314,0.5,0,3.0,20,NeuralNetwork,True
0.678,1.968,314,0.5,1,3.0,20,NeuralNetwork,True
0.678,1.887,314,0.5,2,3.0,20,NeuralNetwork,True
0.678,2.041,314,0.5,3,3.0,20,NeuralNetwork,True
0.678,1.778,314,0.5,4,3.0,20,NeuralNetwork,True
0.561,3.82,314,0.5,0,3.0,20,SVM,True
0.502,3.402,314,0.5,1,3.0,20,SVM,True
0.454,3.538,314,0.5,2,3.0,20,SVM,True
0.518,3.211,314,0.5,3,3.0,20,SVM,True
0.506,3.127,314,0.5,4,3.0,20,SVM,True
0.89,0.02,314,0.25,0,0.0,20,LogisticRegression,True
0.89,0.016,314,0.25,1,0.0,20,LogisticRegression,True
0.89,0.017,314,0.25,2,0.0,20,LogisticRegression,True
0.89,0.018,314,0.25,3,0.0,20,LogisticRegression,True
0.89,0.02,314,0.25,4,0.0,20,LogisticRegression,True
0.865,0.309,314,0.25,0,0.0,20,RandomForest,True
0.867,0.31,314,0.25,1,0.0,20,RandomForest,True
0.874,0.39,314,0.25,2,0.0,20,RandomForest,True
0.88,0.326,314,0.25,3,0.0,20,RandomForest,True
0.887,0.326,314,0.25,4,0.0,20,RandomForest,True
0.907,0.346,314,0.25,0,0.0,20,GradientBoosting,True
0.907,0.31,314,0.25,1,0.0,20,GradientBoosting,True
0.908,0.296,314,0.25,2,0.0,20,GradientBoosting,True
0.908,0.291,314,0.25,3,0.0,20,GradientBoosting,True
0.908,0.288,314,0.25,4,0.0,20,GradientBoosting,True
0.908,0.203,314,0.25,0,0.0,20,AdaBoost,True
0.908,0.185,314,0.25,1,0.0,20,AdaBoost,True
0.907,0.166,314,0.25,2,0.0,20,AdaBoost,True
0.908,0.168,314,0.25,3,0.0,20,AdaBoost,True
0.908,0.159,314,0.25,4,0.0,20,AdaBoost,True
0.745,0.015,314,0.25,0,0.0,20,Decision Tree,True
0.741,0.015,314,0.25,1,0.0,20,Decision Tree,True
0.733,0.015,314,0.25,2,0.0,20,Decision Tree,True
0.739,0.015,314,0.25,3,0.0,20,Decision Tree,True
0.733,0.016,314,0.25,4,0.0,20,Decision Tree,True
0.904,2.574,314,0.25,0,0.0,20,NeuralNetwork,True
0.905,2.627,314,0.25,1,0.0,20,NeuralNetwork,True
0.902,2.323,314,0.25,2,0.0,20,NeuralNetwork,True
0.904,2.426,314,0.25,3,0.0,20,NeuralNetwork,True
0.903,2.395,314,0.25,4,0.0,20,NeuralNetwork,True
0.74,1.454,314,0.25,0,0.0,20,SVM,True
0.727,1.325,314,0.25,1,0.0,20,SVM,True
0.713,1.314,314,0.25,2,0.0,20,SVM,True
0.728,1.333,314,0.25,3,0.0,20,SVM,True
0.745,1.263,314,0.25,4,0.0,20,SVM,True
0.89,0.017,314,0.25,0,0.0,20,LogisticRegression,True
0.89,0.016,314,0.25,1,0.0,20,LogisticRegression,True
0.89,0.016,314,0.25,2,0.0,20,LogisticRegression,True
0.89,0.016,314,0.25,3,0.0,20,LogisticRegression,True
0.89,0.017,314,0.25,4,0.0,20,LogisticRegression,True
0.857,0.326,314,0.25,0,0.0,20,RandomForest,True
0.871,0.312,314,0.25,1,0.0,20,RandomForest,True
0.874,0.32,314,0.25,2,0.0,20,RandomForest,True
0.879,0.348,314,0.25,3,0.0,20,RandomForest,True
0.882,0.331,314,0.25,4,0.0,20,RandomForest,True
0.907,0.356,314,0.25,0,0.0,20,GradientBoosting,True
0.907,0.301,314,0.25,1,0.0,20,GradientBoosting,True
0.908,0.297,314,0.25,2,0.0,20,GradientBoosting,True
0.908,0.286,314,0.25,3,0.0,20,GradientBoosting,True
0.907,0.275,314,0.25,4,0.0,20,GradientBoosting,True
0.908,0.172,314,0.25,0,0.0,20,AdaBoost,True
0.908,0.169,314,0.25,1,0.0,20,AdaBoost,True
0.907,0.175,314,0.25,2,0.0,20,AdaBoost,True
0.909,0.164,314,0.25,3,0.0,20,AdaBoost,True
0.907,0.162,314,0.25,4,0.0,20,AdaBoost,True
0.718,0.015,314,0.25,0,0.0,20,Decision Tree,True
0.724,0.015,314,0.25,1,0.0,20,Decision Tree,True
0.73,0.015,314,0.25,2,0.0,20,Decision Tree,True
0.736,0.015,314,0.25,3,0.0,20,Decision Tree,True
0.732,0.014,314,0.25,4,0.0,20,Decision Tree,True
0.905,2.642,314,0.25,0,0.0,20,NeuralNetwork,True
0.905,2.529,314,0.25,1,0.0,20,NeuralNetwork,True
0.903,2.663,314,0.25,2,0.0,20,NeuralNetwork,True
0.903,2.507,314,0.25,3,0.0,20,NeuralNetwork,True
0.903,2.27,314,0.25,4,0.0,20,NeuralNetwork,True
0.732,1.36,314,0.25,0,0.0,20,SVM,True
0.719,1.743,314,0.25,1,0.0,20,SVM,True
0.727,1.352,314,0.25,2,0.0,20,SVM,True
0.716,1.301,314,0.25,3,0.0,20,SVM,True
0.738,1.222,314,0.25,4,0.0,20,SVM,True
0.678,0.015,314,0.25,0,1.0,20,LogisticRegression,True
0.678,0.015,314,0.25,1,1.0,20,LogisticRegression,True
0.678,0.015,314,0.25,2,1.0,20,LogisticRegression,True
0.678,0.016,314,0.25,3,1.0,20,LogisticRegression,True
0.678,0.016,314,0.25,4,1.0,20,LogisticRegression,True
0.674,0.234,314,0.25,0,1.0,20,RandomForest,True
0.675,0.227,314,0.25,1,1.0,20,RandomForest,True
0.677,0.22,314,0.25,2,1.0,20,RandomForest,True
0.678,0.223,314,0.25,3,1.0,20,RandomForest,True
0.676,0.231,314,0.25,4,1.0,20,RandomForest,True
0.677,0.266,314,0.25,0,1.0,20,GradientBoosting,True
0.673,0.262,314,0.25,1,1.0,20,GradientBoosting,True
0.677,0.255,314,0.25,2,1.0,20,GradientBoosting,True
0.675,0.235,314,0.25,3,1.0,20,GradientBoosting,True
0.676,0.239,314,0.25,4,1.0,20,GradientBoosting,True
0.677,0.164,314,0.25,0,1.0,20,AdaBoost,True
0.676,0.156,314,0.25,1,1.0,20,AdaBoost,True
0.678,0.158,314,0.25,2,1.0,20,AdaBoost,True
0.677,0.153,314,0.25,3,1.0,20,AdaBoost,True
0.677,0.148,314,0.25,4,1.0,20,AdaBoost,True
0.676,0.012,314,0.25,0,1.0,20,Decision Tree,True
0.673,0.012,314,0.25,1,1.0,20,Decision Tree,True
0.677,0.013,314,0.25,2,1.0,20,Decision Tree,True
0.661,0.012,314,0.25,3,1.0,20,Decision Tree,True
0.675,0.015,314,0.25,4,1.0,20,Decision Tree,True
0.678,1.569,314,0.25,0,1.0,20,NeuralNetwork,True
0.678,1.59,314,0.25,1,1.0,20,NeuralNetwork,True
0.678,1.471,314,0.25,2,1.0,20,NeuralNetwork,True
0.678,1.666,314,0.25,3,1.0,20,NeuralNetwork,True
0.678,1.534,314,0.25,4,1.0,20,NeuralNetwork,True
0.502,1.002,314,0.25,0,1.0,20,SVM,True
0.498,0.951,314,0.25,1,1.0,20,SVM,True
0.481,0.992,314,0.25,2,1.0,20,SVM,True
0.536,0.877,314,0.25,3,1.0,20,SVM,True
0.481,0.875,314,0.25,4,1.0,20,SVM,True
0.678,0.015,314,0.25,0,1.0,20,LogisticRegression,True
0.678,0.016,314,0.25,1,1.0,20,LogisticRegression,True
0.678,0.017,314,0.25,2,1.0,20,LogisticRegression,True
0.678,0.016,314,0.25,3,1.0,20,LogisticRegression,True
0.678,0.015,314,0.25,4,1.0,20,LogisticRegression,True
0.674,0.222,314,0.25,0,1.0,20,RandomForest,True
0.675,0.225,314,0.25,1,1.0,20,RandomForest,True
0.677,0.218,314,0.25,2,1.0,20,RandomForest,True
