AUC,ExecutionTime,seed,fraction,drops,noise,Runs,Model,useclass
0.907,0.165,123,0.25,3,0.0,20,AdaBoost,True
0.906,0.179,123,0.25,4,0.0,20,AdaBoost,True
0.746,0.017,123,0.25,0,0.0,20,Decision Tree,True
0.746,0.015,123,0.25,1,0.0,20,Decision Tree,True
0.747,0.014,123,0.25,2,0.0,20,Decision Tree,True
0.74,0.016,123,0.25,3,0.0,20,Decision Tree,True
0.749,0.014,123,0.25,4,0.0,20,Decision Tree,True
0.908,2.354,123,0.25,0,0.0,20,NeuralNetwork,True
0.909,2.55,123,0.25,1,0.0,20,NeuralNetwork,True
0.908,2.639,123,0.25,2,0.0,20,NeuralNetwork,True
0.907,2.199,123,0.25,3,0.0,20,NeuralNetwork,True
0.909,2.411,123,0.25,4,0.0,20,NeuralNetwork,True
0.711,1.339,123,0.25,0,0.0,20,SVM,True
0.756,1.281,123,0.25,1,0.0,20,SVM,True
0.738,1.297,123,0.25,2,0.0,20,SVM,True
0.657,1.223,123,0.25,3,0.0,20,SVM,True
0.677,1.216,123,0.25,4,0.0,20,SVM,True
0.683,0.016,123,0.25,0,1.0,20,LogisticRegression,True
0.683,0.017,123,0.25,1,1.0,20,LogisticRegression,True
0.683,0.016,123,0.25,2,1.0,20,LogisticRegression,True
0.683,0.015,123,0.25,3,1.0,20,LogisticRegression,True
0.683,0.016,123,0.25,4,1.0,20,LogisticRegression,True
0.675,0.231,123,0.25,0,1.0,20,RandomForest,True
0.656,0.257,123,0.25,1,1.0,20,RandomForest,True
0.677,0.227,123,0.25,2,1.0,20,RandomForest,True
0.673,0.221,123,0.25,3,1.0,20,RandomForest,True
0.679,0.228,123,0.25,4,1.0,20,RandomForest,True
0.673,0.268,123,0.25,0,1.0,20,GradientBoosting,True
0.676,0.263,123,0.25,1,1.0,20,GradientBoosting,True
0.671,0.243,123,0.25,2,1.0,20,GradientBoosting,True
0.674,0.255,123,0.25,3,1.0,20,GradientBoosting,True
0.675,0.225,123,0.25,4,1.0,20,GradientBoosting,True
0.68,0.166,123,0.25,0,1.0,20,AdaBoost,True
0.682,0.161,123,0.25,1,1.0,20,AdaBoost,True
0.677,0.153,123,0.25,2,1.0,20,AdaBoost,True
0.68,0.167,123,0.25,3,1.0,20,AdaBoost,True
0.682,0.149,123,0.25,4,1.0,20,AdaBoost,True
0.671,0.012,123,0.25,0,1.0,20,Decision Tree,True
0.671,0.014,123,0.25,1,1.0,20,Decision Tree,True
0.676,0.012,123,0.25,2,1.0,20,Decision Tree,True
0.675,0.012,123,0.25,3,1.0,20,Decision Tree,True
0.678,0.011,123,0.25,4,1.0,20,Decision Tree,True
0.683,1.503,123,0.25,0,1.0,20,NeuralNetwork,True
0.683,1.665,123,0.25,1,1.0,20,NeuralNetwork,True
0.683,1.807,123,0.25,2,1.0,20,NeuralNetwork,True
0.683,1.581,123,0.25,3,1.0,20,NeuralNetwork,True
0.683,1.732,123,0.25,4,1.0,20,NeuralNetwork,True
0.393,0.929,123,0.25,0,1.0,20,SVM,True
0.501,0.907,123,0.25,1,1.0,20,SVM,True
0.527,0.893,123,0.25,2,1.0,20,SVM,True
0.499,0.943,123,0.25,3,1.0,20,SVM,True
0.529,0.887,123,0.25,4,1.0,20,SVM,True
0.683,0.015,123,0.25,0,1.0,20,LogisticRegression,True
0.683,0.016,123,0.25,1,1.0,20,LogisticRegression,True
0.683,0.016,123,0.25,2,1.0,20,LogisticRegression,True
0.683,0.015,123,0.25,3,1.0,20,LogisticRegression,True
0.683,0.02,123,0.25,4,1.0,20,LogisticRegression,True
0.675,0.233,123,0.25,0,1.0,20,RandomForest,True
0.656,0.23,123,0.25,1,1.0,20,RandomForest,True
0.677,0.225,123,0.25,2,1.0,20,RandomForest,True
0.673,0.227,123,0.25,3,1.0,20,RandomForest,True
0.679,0.229,123,0.25,4,1.0,20,RandomForest,True
0.673,0.266,123,0.25,0,1.0,20,GradientBoosting,True
0.676,0.256,123,0.25,1,1.0,20,GradientBoosting,True
0.671,0.243,123,0.25,2,1.0,20,GradientBoosting,True
0.674,0.299,123,0.25,3,1.0,20,GradientBoosting,True
0.675,0.232,123,0.25,4,1.0,20,GradientBoosting,True
0.68,0.162,123,0.25,0,1.0,20,AdaBoost,True
0.682,0.172,123,0.25,1,1.0,20,AdaBoost,True
0.677,0.158,123,0.25,2,1.0,20,AdaBoost,True
0.68,0.159,123,0.25,3,1.0,20,AdaBoost,True
0.682,0.148,123,0.25,4,1.0,20,AdaBoost,True
0.671,0.012,123,0.25,0,1.0,20,Decision Tree,True
0.671,0.012,123,0.25,1,1.0,20,Decision Tree,True
0.676,0.012,123,0.25,2,1.0,20,Decision Tree,True
0.675,0.012,123,0.25,3,1.0,20,Decision Tree,True
0.678,0.011,123,0.25,4,1.0,20,Decision Tree,True
0.683,1.51,123,0.25,0,1.0,20,NeuralNetwork,True
0.683,1.705,123,0.25,1,1.0,20,NeuralNetwork,True
0.683,1.73,123,0.25,2,1.0,20,NeuralNetwork,True
0.683,1.559,123,0.25,3,1.0,20,NeuralNetwork,True
0.683,1.725,123,0.25,4,1.0,20,NeuralNetwork,True
0.393,0.978,123,0.25,0,1.0,20,SVM,True
0.501,0.904,123,0.25,1,1.0,20,SVM,True
0.527,0.908,123,0.25,2,1.0,20,SVM,True
0.499,0.936,123,0.25,3,1.0,20,SVM,True
0.529,0.893,123,0.25,4,1.0,20,SVM,True
0.683,0.015,123,0.25,0,2.0,20,LogisticRegression,True
0.683,0.016,123,0.25,1,2.0,20,LogisticRegression,True
0.683,0.015,123,0.25,2,2.0,20,LogisticRegression,True
0.683,0.019,123,0.25,3,2.0,20,LogisticRegression,True
0.683,0.016,123,0.25,4,2.0,20,LogisticRegression,True
0.675,0.227,123,0.25,0,2.0,20,RandomForest,True
0.656,0.231,123,0.25,1,2.0,20,RandomForest,True
0.677,0.226,123,0.25,2,2.0,20,RandomForest,True
0.673,0.224,123,0.25,3,2.0,20,RandomForest,True
0.679,0.245,123,0.25,4,2.0,20,RandomForest,True
0.673,0.261,123,0.25,0,2.0,20,GradientBoosting,True
0.676,0.297,123,0.25,1,2.0,20,GradientBoosting,True
0.671,0.242,123,0.25,2,2.0,20,GradientBoosting,True
0.674,0.245,123,0.25,3,2.0,20,GradientBoosting,True
0.675,0.227,123,0.25,4,2.0,20,GradientBoosting,True
0.68,0.165,123,0.25,0,2.0,20,AdaBoost,True
0.682,0.166,123,0.25,1,2.0,20,AdaBoost,True
0.677,0.154,123,0.25,2,2.0,20,AdaBoost,True
0.68,0.154,123,0.25,3,2.0,20,AdaBoost,True
0.682,0.159,123,0.25,4,2.0,20,AdaBoost,True
0.671,0.012,123,0.25,0,2.0,20,Decision Tree,True
0.671,0.013,123,0.25,1,2.0,20,Decision Tree,True
0.676,0.013,123,0.25,2,2.0,20,Decision Tree,True
0.675,0.012,123,0.25,3,2.0,20,Decision Tree,True
0.678,0.011,123,0.25,4,2.0,20,Decision Tree,True
0.683,1.502,123,0.25,0,2.0,20,NeuralNetwork,True
0.683,1.686,123,0.25,1,2.0,20,NeuralNetwork,True
0.683,1.724,123,0.25,2,2.0,20,NeuralNetwork,True
0.683,1.576,123,0.25,3,2.0,20,NeuralNetwork,True
0.683,1.733,123,0.25,4,2.0,20,NeuralNetwork,True
0.393,0.931,123,0.25,0,2.0,20,SVM,True
0.501,1.138,123,0.25,1,2.0,20,SVM,True
0.527,0.907,123,0.25,2,2.0,20,SVM,True
0.499,0.933,123,0.25,3,2.0,20,SVM,True
0.529,0.887,123,0.25,4,2.0,20,SVM,True
0.683,0.016,123,0.25,0,2.0,20,LogisticRegression,True
0.683,0.016,123,0.25,1,2.0,20,LogisticRegression,True
0.683,0.016,123,0.25,2,2.0,20,LogisticRegression,True
0.683,0.016,123,0.25,3,2.0,20,LogisticRegression,True
0.683,0.016,123,0.25,4,2.0,20,LogisticRegression,True
0.675,0.225,123,0.25,0,2.0,20,RandomForest,True
0.656,0.221,123,0.25,1,2.0,20,RandomForest,True
0.677,0.225,123,0.25,2,2.0,20,RandomForest,True
0.673,0.223,123,0.25,3,2.0,20,RandomForest,True
0.679,0.224,123,0.25,4,2.0,20,RandomForest,True
0.673,0.3,123,0.25,0,2.0,20,GradientBoosting,True
0.676,0.255,123,0.25,1,2.0,20,GradientBoosting,True
0.671,0.249,123,0.25,2,2.0,20,GradientBoosting,True
0.674,0.269,123,0.25,3,2.0,20,GradientBoosting,True
0.675,0.241,123,0.25,4,2.0,20,GradientBoosting,True
0.68,0.162,123,0.25,0,2.0,20,AdaBoost,True
0.682,0.159,123,0.25,1,2.0,20,AdaBoost,True
0.677,0.157,123,0.25,2,2.0,20,AdaBoost,True
0.68,0.153,123,0.25,3,2.0,20,AdaBoost,True
0.682,0.149,123,0.25,4,2.0,20,AdaBoost,True
0.671,0.012,123,0.25,0,2.0,20,Decision Tree,True
0.671,0.012,123,0.25,1,2.0,20,Decision Tree,True
0.676,0.013,123,0.25,2,2.0,20,Decision Tree,True
0.675,0.011,123,0.25,3,2.0,20,Decision Tree,True
0.678,0.011,123,0.25,4,2.0,20,Decision Tree,True
0.683,1.647,123,0.25,0,2.0,20,NeuralNetwork,True
0.683,1.729,123,0.25,1,2.0,20,NeuralNetwork,True
0.683,1.725,123,0.25,2,2.0,20,NeuralNetwork,True
0.683,1.56,123,0.25,3,2.0,20,NeuralNetwork,True
0.683,1.742,123,0.25,4,2.0,20,NeuralNetwork,True
0.393,0.92,123,0.25,0,2.0,20,SVM,True
0.501,0.92,123,0.25,1,2.0,20,SVM,True
0.527,0.909,123,0.25,2,2.0,20,SVM,True
0.499,0.939,123,0.25,3,2.0,20,SVM,True
0.529,0.914,123,0.25,4,2.0,20,SVM,True
0.683,0.017,123,0.25,0,3.0,20,LogisticRegression,True
0.683,0.016,123,0.25,1,3.0,20,LogisticRegression,True
0.683,0.017,123,0.25,2,3.0,20,LogisticRegression,True
0.683,0.015,123,0.25,3,3.0,20,LogisticRegression,True
0.683,0.018,123,0.25,4,3.0,20,LogisticRegression,True
0.675,0.222,123,0.25,0,3.0,20,RandomForest,True
0.656,0.261,123,0.25,1,3.0,20,RandomForest,True
0.677,0.223,123,0.25,2,3.0,20,RandomForest,True
0.673,0.221,123,0.25,3,3.0,20,RandomForest,True
0.679,0.22,123,0.25,4,3.0,20,RandomForest,True
0.673,0.267,123,0.25,0,3.0,20,GradientBoosting,True
0.676,0.259,123,0.25,1,3.0,20,GradientBoosting,True
0.671,0.262,123,0.25,2,3.0,20,GradientBoosting,True
0.674,0.249,123,0.25,3,3.0,20,GradientBoosting,True
0.675,0.225,123,0.25,4,3.0,20,GradientBoosting,True
0.68,0.16,123,0.25,0,3.0,20,AdaBoost,True
0.682,0.163,123,0.25,1,3.0,20,AdaBoost,True
0.677,0.158,123,0.25,2,3.0,20,AdaBoost,True
0.68,0.152,123,0.25,3,3.0,20,AdaBoost,True
0.682,0.149,123,0.25,4,3.0,20,AdaBoost,True
0.671,0.013,123,0.25,0,3.0,20,Decision Tree,True
0.671,0.013,123,0.25,1,3.0,20,Decision Tree,True
0.676,0.012,123,0.25,2,3.0,20,Decision Tree,True
0.675,0.012,123,0.25,3,3.0,20,Decision Tree,True
0.678,0.011,123,0.25,4,3.0,20,Decision Tree,True
0.683,1.491,123,0.25,0,3.0,20,NeuralNetwork,True
0.683,1.673,123,0.25,1,3.0,20,NeuralNetwork,True
0.683,1.744,123,0.25,2,3.0,20,NeuralNetwork,True
0.683,1.572,123,0.25,3,3.0,20,NeuralNetwork,True
0.683,1.743,123,0.25,4,3.0,20,NeuralNetwork,True
0.393,1.013,123,0.25,0,3.0,20,SVM,True
0.501,0.912,123,0.25,1,3.0,20,SVM,True
0.527,0.918,123,0.25,2,3.0,20,SVM,True
0.499,0.938,123,0.25,3,3.0,20,SVM,True
0.529,0.965,123,0.25,4,3.0,20,SVM,True
0.683,0.016,123,0.25,0,3.0,20,LogisticRegression,True
0.683,0.015,123,0.25,1,3.0,20,LogisticRegression,True
0.683,0.016,123,0.25,2,3.0,20,LogisticRegression,True
0.683,0.015,123,0.25,3,3.0,20,LogisticRegression,True
0.683,0.015,123,0.25,4,3.0,20,LogisticRegression,True
0.675,0.24,123,0.25,0,3.0,20,RandomForest,True
0.656,0.273,123,0.25,1,3.0,20,RandomForest,True
0.677,0.233,123,0.25,2,3.0,20,RandomForest,True
0.673,0.222,123,0.25,3,3.0,20,RandomForest,True
0.679,0.217,123,0.25,4,3.0,20,RandomForest,True
0.673,0.264,123,0.25,0,3.0,20,GradientBoosting,True
0.676,0.256,123,0.25,1,3.0,20,GradientBoosting,True
0.671,0.244,123,0.25,2,3.0,20,GradientBoosting,True
0.674,0.238,123,0.25,3,3.0,20,GradientBoosting,True
0.675,0.232,123,0.25,4,3.0,20,GradientBoosting,True
0.68,0.162,123,0.25,0,3.0,20,AdaBoost,True
0.682,0.162,123,0.25,1,3.0,20,AdaBoost,True
0.677,0.208,123,0.25,2,3.0,20,AdaBoost,True
0.68,0.177,123,0.25,3,3.0,20,AdaBoost,True
0.682,0.147,123,0.25,4,3.0,20,AdaBoost,True
0.671,0.013,123,0.25,0,3.0,20,Decision Tree,True
0.671,0.012,123,0.25,1,3.0,20,Decision Tree,True
0.676,0.014,123,0.25,2,3.0,20,Decision Tree,True
0.675,0.012,123,0.25,3,3.0,20,Decision Tree,True
0.678,0.012,123,0.25,4,3.0,20,Decision Tree,True
0.683,1.499,123,0.25,0,3.0,20,NeuralNetwork,True
0.683,1.696,123,0.25,1,3.0,20,NeuralNetwork,True
0.683,1.767,123,0.25,2,3.0,20,NeuralNetwork,True
0.683,1.578,123,0.25,3,3.0,20,NeuralNetwork,True
0.683,1.718,123,0.25,4,3.0,20,NeuralNetwork,True
0.393,0.928,123,0.25,0,3.0,20,SVM,True
0.501,0.888,123,0.25,1,3.0,20,SVM,True
0.527,0.913,123,0.25,2,3.0,20,SVM,True
0.499,0.985,123,0.25,3,3.0,20,SVM,True
0.529,0.883,123,0.25,4,3.0,20,SVM,True
0.897,0.03,314,1.0,0,0.0,20,LogisticRegression,True
0.897,0.031,314,1.0,1,0.0,20,LogisticRegression,True
0.897,0.032,314,1.0,2,0.0,20,LogisticRegression,True
0.897,0.03,314,1.0,3,0.0,20,LogisticRegression,True
0.897,0.034,314,1.0,4,0.0,20,LogisticRegression,True
0.871,0.852,314,1.0,0,0.0,20,RandomForest,True
0.878,0.774,314,1.0,1,0.0,20,RandomForest,True
0.876,0.772,314,1.0,2,0.0,20,RandomForest,True
0.883,0.771,314,1.0,3,0.0,20,RandomForest,True
0.89,0.789,314,1.0,4,0.0,20,RandomForest,True
0.909,0.932,314,1.0,0,0.0,20,GradientBoosting,True
0.91,1.063,314,1.0,1,0.0,20,GradientBoosting,True
0.909,0.824,314,1.0,2,0.0,20,GradientBoosting,True
0.91,0.786,314,1.0,3,0.0,20,GradientBoosting,True
0.91,0.737,314,1.0,4,0.0,20,GradientBoosting,True
0.909,0.394,314,1.0,0,0.0,20,AdaBoost,True
0.909,0.368,314,1.0,1,0.0,20,AdaBoost,True
0.909,0.342,314,1.0,2,0.0,20,AdaBoost,True
0.909,0.411,314,1.0,3,0.0,20,AdaBoost,True
0.909,0.338,314,1.0,4,0.0,20,AdaBoost,True
0.795,0.032,314,1.0,0,0.0,20,Decision Tree,True
0.784,0.03,314,1.0,1,0.0,20,Decision Tree,True
0.779,0.03,314,1.0,2,0.0,20,Decision Tree,True
0.792,0.027,314,1.0,3,0.0,20,Decision Tree,True
0.77,0.027,314,1.0,4,0.0,20,Decision Tree,True
0.908,5.064,314,1.0,0,0.0,20,NeuralNetwork,True
0.908,5.011,314,1.0,1,0.0,20,NeuralNetwork,True
0.907,5.587,314,1.0,2,0.0,20,NeuralNetwork,True
0.907,4.585,314,1.0,3,0.0,20,NeuralNetwork,True
0.907,4.992,314,1.0,4,0.0,20,NeuralNetwork,True
0.697,21.857,314,1.0,0,0.0,20,SVM,True
0.694,19.589,314,1.0,1,0.0,20,SVM,True
0.735,18.834,314,1.0,2,0.0,20,SVM,True
0.689,19.729,314,1.0,3,0.0,20,SVM,True
0.724,18.345,314,1.0,4,0.0,20,SVM,True
0.897,0.03,314,1.0,0,0.0,20,LogisticRegression,True
0.897,0.034,314,1.0,1,0.0,20,LogisticRegression,True
0.897,0.03,314,1.0,2,0.0,20,LogisticRegression,True
0.897,0.032,314,1.0,3,0.0,20,LogisticRegression,True
0.897,0.031,314,1.0,4,0.0,20,LogisticRegression,True
0.869,0.749,314,1.0,0,0.0,20,RandomForest,True
0.876,0.761,314,1.0,1,0.0,20,RandomForest,True
0.877,0.755,314,1.0,2,0.0,20,RandomForest,True
0.879,0.778,314,1.0,3,0.0,20,RandomForest,True
0.888,0.792,314,1.0,4,0.0,20,RandomForest,True
0.91,0.928,314,1.0,0,0.0,20,GradientBoosting,True
0.909,0.861,314,1.0,1,0.0,20,GradientBoosting,True
0.91,0.832,314,1.0,2,0.0,20,GradientBoosting,True
0.91,0.79,314,1.0,3,0.0,20,GradientBoosting,True
0.91,0.744,314,1.0,4,0.0,20,GradientBoosting,True
0.909,0.377,314,1.0,0,0.0,20,AdaBoost,True
0.91,0.355,314,1.0,1,0.0,20,AdaBoost,True
0.909,0.378,314,1.0,2,0.0,20,AdaBoost,True
0.91,0.34,314,1.0,3,0.0,20,AdaBoost,True
0.91,0.319,314,1.0,4,0.0,20,AdaBoost,True
0.788,0.031,314,1.0,0,0.0,20,Decision Tree,True
0.796,0.031,314,1.0,1,0.0,20,Decision Tree,True
0.774,0.028,314,1.0,2,0.0,20,Decision Tree,True
0.776,0.028,314,1.0,3,0.0,20,Decision Tree,True
0.795,0.027,314,1.0,4,0.0,20,Decision Tree,True
0.908,4.971,314,1.0,0,0.0,20,NeuralNetwork,True
0.908,4.523,314,1.0,1,0.0,20,NeuralNetwork,True
0.908,4.751,314,1.0,2,0.0,20,NeuralNetwork,True
0.907,4.74,314,1.0,3,0.0,20,NeuralNetwork,True
0.907,5.05,314,1.0,4,0.0,20,NeuralNetwork,True
0.699,21.427,314,1.0,0,0.0,20,SVM,True
0.675,20.616,314,1.0,1,0.0,20,SVM,True
0.715,19.426,314,1.0,2,0.0,20,SVM,True
0.7,19.08,314,1.0,3,0.0,20,SVM,True
0.663,18.678,314,1.0,4,0.0,20,SVM,True
0.678,0.028,314,1.0,0,1.0,20,LogisticRegression,True
0.678,0.028,314,1.0,1,1.0,20,LogisticRegression,True
0.678,0.028,314,1.0,2,1.0,20,LogisticRegression,True
0.678,0.034,314,1.0,3,1.0,20,LogisticRegression,True
0.678,0.03,314,1.0,4,1.0,20,LogisticRegression,True
0.678,0.499,314,1.0,0,1.0,20,RandomForest,True
0.678,0.475,314,1.0,1,1.0,20,RandomForest,True
0.678,0.517,314,1.0,2,1.0,20,RandomForest,True
0.678,0.468,314,1.0,3,1.0,20,RandomForest,True
0.678,0.47,314,1.0,4,1.0,20,RandomForest,True
0.678,0.754,314,1.0,0,1.0,20,GradientBoosting,True
0.678,0.717,314,1.0,1,1.0,20,GradientBoosting,True
0.678,0.669,314,1.0,2,1.0,20,GradientBoosting,True
0.678,0.624,314,1.0,3,1.0,20,GradientBoosting,True
0.678,0.576,314,1.0,4,1.0,20,GradientBoosting,True
0.678,0.336,314,1.0,0,1.0,20,AdaBoost,True
0.678,0.32,314,1.0,1,1.0,20,AdaBoost,True
0.678,0.308,314,1.0,2,1.0,20,AdaBoost,True
0.678,0.296,314,1.0,3,1.0,20,AdaBoost,True
0.678,0.333,314,1.0,4,1.0,20,AdaBoost,True
0.678,0.026,314,1.0,0,1.0,20,Decision Tree,True
0.678,0.022,314,1.0,1,1.0,20,Decision Tree,True
0.678,0.02,314,1.0,2,1.0,20,Decision Tree,True
0.678,0.022,314,1.0,3,1.0,20,Decision Tree,True
0.678,0.019,314,1.0,4,1.0,20,Decision Tree,True
0.678,2.702,314,1.0,0,1.0,20,NeuralNetwork,True
0.678,2.447,314,1.0,1,1.0,20,NeuralNetwork,True
0.678,2.332,314,1.0,2,1.0,20,NeuralNetwork,True
0.678,2.595,314,1.0,3,1.0,20,NeuralNetwork,True
0.678,2.415,314,1.0,4,1.0,20,NeuralNetwork,True
0.569,15.135,314,1.0,0,1.0,20,SVM,True
0.585,14.25,314,1.0,1,1.0,20,SVM,True
0.53,14.567,314,1.0,2,1.0,20,SVM,True
0.5,12.813,314,1.0,3,1.0,20,SVM,True
0.55,12.487,314,1.0,4,1.0,20,SVM,True
0.678,0.031,314,1.0,0,1.0,20,LogisticRegression,True
0.678,0.029,314,1.0,1,1.0,20,LogisticRegression,True
0.678,0.036,314,1.0,2,1.0,20,LogisticRegression,True
0.678,0.029,314,1.0,3,1.0,20,LogisticRegression,True
0.678,0.038,314,1.0,4,1.0,20,LogisticRegression,True
0.678,0.489,314,1.0,0,1.0,20,RandomForest,True
0.678,0.478,314,1.0,1,1.0,20,RandomForest,True
0.678,0.481,314,1.0,2,1.0,20,RandomForest,True
0.678,0.463,314,1.0,3,1.0,20,RandomForest,True
0.678,0.503,314,1.0,4,1.0,20,RandomForest,True
0.678,0.758,314,1.0,0,1.0,20,GradientBoosting,True
0.678,0.731,314,1.0,1,1.0,20,GradientBoosting,True
0.678,0.667,314,1.0,2,1.0,20,GradientBoosting,True
0.678,0.623,314,1.0,3,1.0,20,GradientBoosting,True
0.678,0.618,314,1.0,4,1.0,20,GradientBoosting,True
0.678,0.342,314,1.0,0,1.0,20,AdaBoost,True
0.678,0.319,314,1.0,1,1.0,20,AdaBoost,True
0.678,0.363,314,1.0,2,1.0,20,AdaBoost,True
0.678,0.291,314,1.0,3,1.0,20,AdaBoost,True
0.678,0.287,314,1.0,4,1.0,20,AdaBoost,True
0.678,0.023,314,1.0,0,1.0,20,Decision Tree,True
0.678,0.021,314,1.0,1,1.0,20,Decision Tree,True
0.678,0.022,314,1.0,2,1.0,20,Decision Tree,True
0.678,0.019,314,1.0,3,1.0,20,Decision Tree,True
0.678,0.019,314,1.0,4,1.0,20,Decision Tree,True
0.678,2.682,314,1.0,0,1.0,20,NeuralNetwork,True
0.678,2.436,314,1.0,1,1.0,20,NeuralNetwork,True
0.678,2.341,314,1.0,2,1.0,20,NeuralNetwork,True
0.678,2.563,314,1.0,3,1.0,20,NeuralNetwork,True
0.678,2.545,314,1.0,4,1.0,20,NeuralNetwork,True
0.569,15.204,314,1.0,0,1.0,20,SVM,True
0.585,14.077,314,1.0,1,1.0,20,SVM,True
0.53,14.372,314,1.0,2,1.0,20,SVM,True
0.5,12.766,314,1.0,3,1.0,20,SVM,True
0.55,12.92,314,1.0,4,1.0,20,SVM,True
0.678,0.03,314,1.0,0,2.0,20,LogisticRegression,True
0.678,0.035,314,1.0,1,2.0,20,LogisticRegression,True
0.678,0.03,314,1.0,2,2.0,20,LogisticRegression,True
0.678,0.029,314,1.0,3,2.0,20,LogisticRegression,True
0.678,0.028,314,1.0,4,2.0,20,LogisticRegression,True
0.678,0.48,314,1.0,0,2.0,20,RandomForest,True
0.678,0.484,314,1.0,1,2.0,20,RandomForest,True
0.678,0.479,314,1.0,2,2.0,20,RandomForest,True
0.678,0.474,314,1.0,3,2.0,20,RandomForest,True
0.678,0.566,314,1.0,4,2.0,20,RandomForest,True
0.678,0.742,314,1.0,0,2.0,20,GradientBoosting,True
0.678,0.718,314,1.0,1,2.0,20,GradientBoosting,True
0.678,0.686,314,1.0,2,2.0,20,GradientBoosting,True
0.678,0.633,314,1.0,3,2.0,20,GradientBoosting,True
0.678,0.59,314,1.0,4,2.0,20,GradientBoosting,True
0.678,0.34,314,1.0,0,2.0,20,AdaBoost,True
0.678,0.334,314,1.0,1,2.0,20,AdaBoost,True
0.678,0.32,314,1.0,2,2.0,20,AdaBoost,True
0.678,0.294,314,1.0,3,2.0,20,AdaBoost,True
0.678,0.289,314,1.0,4,2.0,20,AdaBoost,True
0.678,0.025,314,1.0,0,2.0,20,Decision Tree,True
0.678,0.022,314,1.0,1,2.0,20,Decision Tree,True
0.678,0.023,314,1.0,2,2.0,20,Decision Tree,True
0.678,0.019,314,1.0,3,2.0,20,Decision Tree,True
0.678,0.021,314,1.0,4,2.0,20,Decision Tree,True
0.678,2.665,314,1.0,0,2.0,20,NeuralNetwork,True
0.678,2.462,314,1.0,1,2.0,20,NeuralNetwork,True
0.678,2.332,314,1.0,2,2.0,20,NeuralNetwork,True
0.678,2.573,314,1.0,3,2.0,20,NeuralNetwork,True
0.678,2.423,314,1.0,4,2.0,20,NeuralNetwork,True
0.569,15.365,314,1.0,0,2.0,20,SVM,True
0.585,14.126,314,1.0,1,2.0,20,SVM,True
0.53,14.828,314,1.0,2,2.0,20,SVM,True
0.5,12.917,314,1.0,3,2.0,20,SVM,True
0.55,12.906,314,1.0,4,2.0,20,SVM,True
0.678,0.028,314,1.0,0,2.0,20,LogisticRegression,True
0.678,0.031,314,1.0,1,2.0,20,LogisticRegression,True
0.678,0.029,314,1.0,2,2.0,20,LogisticRegression,True
0.678,0.029,314,1.0,3,2.0,20,LogisticRegression,True
0.678,0.029,314,1.0,4,2.0,20,LogisticRegression,True
0.678,0.522,314,1.0,0,2.0,20,RandomForest,True
0.678,0.512,314,1.0,1,2.0,20,RandomForest,True
0.678,0.475,314,1.0,2,2.0,20,RandomForest,True
0.678,0.485,314,1.0,3,2.0,20,RandomForest,True
0.678,0.488,314,1.0,4,2.0,20,RandomForest,True
0.678,0.755,314,1.0,0,2.0,20,GradientBoosting,True
0.678,0.705,314,1.0,1,2.0,20,GradientBoosting,True
0.678,0.68,314,1.0,2,2.0,20,GradientBoosting,True
0.678,0.633,314,1.0,3,2.0,20,GradientBoosting,True
0.678,0.589,314,1.0,4,2.0,20,GradientBoosting,True
0.678,0.341,314,1.0,0,2.0,20,AdaBoost,True
0.678,0.321,314,1.0,1,2.0,20,AdaBoost,True
0.678,0.324,314,1.0,2,2.0,20,AdaBoost,True
0.678,0.294,314,1.0,3,2.0,20,AdaBoost,True
0.678,0.282,314,1.0,4,2.0,20,AdaBoost,True
0.678,0.027,314,1.0,0,2.0,20,Decision Tree,True
0.678,0.024,314,1.0,1,2.0,20,Decision Tree,True
0.678,0.021,314,1.0,2,2.0,20,Decision Tree,True
0.678,0.02,314,1.0,3,2.0,20,Decision Tree,True
0.678,0.023,314,1.0,4,2.0,20,Decision Tree,True
0.678,2.682,314,1.0,0,2.0,20,NeuralNetwork,True
0.678,2.433,314,1.0,1,2.0,20,NeuralNetwork,True
0.678,2.333,314,1.0,2,2.0,20,NeuralNetwork,True
0.678,2.597,314,1.0,3,2.0,20,NeuralNetwork,True
0.678,2.442,314,1.0,4,2.0,20,NeuralNetwork,True
0.569,15.446,314,1.0,0,2.0,20,SVM,True
0.585,14.299,314,1.0,1,2.0,20,SVM,True
0.53,14.644,314,1.0,2,2.0,20,SVM,True
0.5,12.829,314,1.0,3,2.0,20,SVM,True
0.55,12.6,314,1.0,4,2.0,20,SVM,True
0.678,0.035,314,1.0,0,3.0,20,LogisticRegression,True
0.678,0.033,314,1.0,1,3.0,20,LogisticRegression,True
0.678,0.029,314,1.0,2,3.0,20,LogisticRegression,True
0.678,0.029,314,1.0,3,3.0,20,LogisticRegression,True
0.678,0.027,314,1.0,4,3.0,20,LogisticRegression,True
0.678,0.477,314,1.0,0,3.0,20,RandomForest,True
0.678,0.544,314,1.0,1,3.0,20,RandomForest,True
0.678,0.479,314,1.0,2,3.0,20,RandomForest,True
0.678,0.471,314,1.0,3,3.0,20,RandomForest,True
0.678,0.512,314,1.0,4,3.0,20,RandomForest,True
0.678,0.762,314,1.0,0,3.0,20,GradientBoosting,True
0.678,0.734,314,1.0,1,3.0,20,GradientBoosting,True
0.678,0.674,314,1.0,2,3.0,20,GradientBoosting,True
